	 0.01951120000000000, 	 0.000045641973361867647679575299, 
	 0.02053790000000000, 	 0.000034513694243192766036246871, 
	 0.02160000000000000, 	 0.000025707816026377634457825497, 
	 0.02269810000000000, 	 0.000018839778382797724783255522, 
	 0.02383280000000000, 	 0.000013565185171104533865156505, 
	 0.02500470000000000, 	 0.000009580784264794247034185970, 
	 0.02621440000000000, 	 0.000006624124929998083418486964, 
	 0.02746250000000000, 	 0.000004472040934312675609495907, 
	 0.02874960000000000, 	 0.000002938205578394062382279698, 
	 0.03007630000000000, 	 0.000001869992194328346971050154, 
	 0.03144320000000000, 	 0.000001144872132028157028175303, 
	 0.03285090000000000, 	 0.000000666565014955142446974334, 
	 0.03430000000000000, 	 0.000000361144454421948218833538, 
	 0.03579110000000000, 	 0.000000173257695028123857029949, 
	 0.03732480000000000, 	 0.000000062596585647905551286603, 
	 0.03890170000000000, 	 0.000000000709923984077988334834, 
	 0.04052240000000000, 	 0.000000000000000000000000000000, 
	 0.04218750000000000, 	 0.000000000000000000000000000000, 
	 0.04389760000000000, 	 0.000000000000000000000000000000, 
	 0.04565330000000000, 	 0.000000000000000000000000000000, 
	 0.04745520000000000, 	 0.000000000000000000000000000000, 
	 0.04930390000000000, 	 0.000000000000000000000000000000, 
	 0.05120000000000000, 	 0.000000000000000000000000000000, 
	 0.05314410000000000, 	 0.000000000000000000000000000000, 
	 0.05513680000000000, 	 0.000000000000000000000000000000, 
	 0.05717870000000000, 	 0.000000000000000000000000000000, 
	 0.05927040000000000, 	 0.000000000000000000000000000000, 
	 0.06141250000000000, 	 0.000000000000000000000000000000, 
	 0.06360560000000000, 	 0.000000000000000000000000000000, 
	 0.06585030000000000, 	 0.000000000000000000000000000000, 
	 0.06814720000000000, 	 0.000000000000000000000000000000, 
	 0.07049690000000000, 	 0.000000000000000000000000000000, 
	 0.07290000000000001, 	 0.000000000000000000000000000000, 
	 0.07535710000000000, 	 0.000000000000000000000000000000, 
	 0.07786880000000000, 	 0.000000000000000000000000000000, 
	 0.08043570000000000, 	 0.000000000000000000000000000000, 
	 0.08305840000000000, 	 0.000000000000000000000000000000, 
	 0.08573749999999999, 	 0.000000000000000000000000000000, 
	 0.08847360000000000, 	 0.000000000000000000000000000000, 
	 0.09126730000000000, 	 0.000000000000000000000000000000, 
	 0.09411920000000000, 	 0.000000000000000000000000000000, 
	 0.09702990000000000, 	 0.000000000000000000000000000000, 
	 0.10000000000000001, 	 0.000000000000000000000000000000, 
	 0.10249999999999999, 	 0.000000000000000000000000000000, 
	 0.10707106781186548, 	 0.000000000000000000000000000000, 
	 0.11299038105676659, 	 0.000000000000000000000000000000, 
	 0.12000000000000001, 	 0.000000000000000000000000000000, 
	 0.12795084971874737, 	 0.000000000000000000000000000000, 
	 0.13674234614174768, 	 0.000000000000000000000000000000, 
	 0.14630064794363035, 	 0.000000000000000000000000000000, 
	 0.15656854249492380, 	 0.000000000000000000000000000000, 
	 0.16750000000000001, 	 0.000000000000000000000000000000, 
	 0.17905694150420948, 	 0.000000000000000000000000000000, 
	 0.19120718173477352, 	 0.000000000000000000000000000000, 
	 0.20392304845413264, 	 0.000000000000000000000000000000, 
	 0.21718041645257968, 	 0.000000000000000000000000000000, 
	 0.23095800853708795, 	 0.000000000000000000000000000000, 
	 0.24523687548277814, 	 0.000000000000000000000000000000, 
	 0.26000000000000001, 	 0.000000000000000000000000000000, 
	 0.27523198908875057, 	 0.000000000000000000000000000000, 
	 0.29091883092036785, 	 0.000000000000000000000000000000, 
	 0.30704769981818203, 	 0.000000000000000000000000000000, 
	 0.32360679774997902, 	 0.000000000000000000000000000000, 
	 0.34058522398518165, 	 0.000000000000000000000000000000, 
	 0.35797286679028861, 	 0.000000000000000000000000000000, 
	 0.37576031259048137, 	 0.000000000000000000000000000000, 
	 0.39393876913398140, 	 0.000000000000000000000000000000, 
	 0.41249999999999998, 	 0.000000000000000000000000000000, 
	 0.43143626838353100, 	 0.000000000000000000000000000000, 
	 0.45074028853269765, 	 0.000000000000000000000000000000, 
	 0.47040518354904270, 	 0.000000000000000000000000000000, 
	 0.49042444851725164, 	 0.000000000000000000000000000000, 
	 0.51079191812887459, 	 0.000000000000000000000000000000, 
	 0.53150173811932666, 	 0.000000000000000000000000000000, 
	 0.55254833995939046, 	 0.000000000000000000000000000000, 
	 0.57392641833938740, 	 0.000000000000000000000000000000, 
	 0.59563091106185062, 	 0.000000000000000000000000000000, 
	 0.61765698102121636, 	 0.000000000000000000000000000000, 
	 0.64000000000000001, 	 0.000000000000000000000000000000, 
	 0.66265553405258526, 	 0.000000000000000000000000000000, 
	 0.68561933028205269, 	 0.000000000000000000000000000000, 
	 0.70888730484384377, 	 0.000000000000000000000000000000, 
	 0.73245553203367586, 	 0.000000000000000000000000000000, 
	 0.75632023433686701, 	 0.000000000000000000000000000000, 
	 0.78047777333282542, 	 0.000000000000000000000000000000, 
	 0.80492464136246511, 	 0.000000000000000000000000000000, 
	 0.82965745387818801, 	 0.000000000000000000000000000000, 
	 0.85467294240617908, 	 0.000000000000000000000000000000, 
	 0.87996794805940581, 	 0.000000000000000000000000000000, 
	 0.90553941554712269, 	 0.000000000000000000000000000000, 
	 0.93138438763306108, 	 0.000000000000000000000000000000, 
	 0.95750000000000002, 	 0.000000000000000000000000000000, 
	 0.98388347648318442, 	 0.000000000000000000000000000000, 
	 1.01053212463921338, 	 0.000000000000000000000000000000, 
	 1.03744333162063729, 	 0.000000000000000000000000000000, 
	 1.06461456032966861, 	 0.000000000000000000000000000000, 
	 1.09204334582718721, 	 0.000000000000000000000000000000, 
	 1.11972729197565379, 	 0.000000000000000000000000000000, 
	 1.14766406829670364, 	 0.000000000000000000000000000000, 
	 1.17585140702608193, 	 0.000000000000000000000000000000, 
	 1.20428710035026687, 	 0.000000000000000000000000000000, 
	 1.23296899781061975, 	 0.000000000000000000000000000000, 
	 1.26189500386222520, 	 0.000000000000000000000000000000, 
	 1.29106307557576505, 	 0.000000000000000000000000000000, 
	 1.32047122047183074, 	 0.000000000000000000000000000000, 
	 1.35011749447801921, 	 0.000000000000000000000000000000, 
	 1.38000000000000012, 	 0.000000000000000000000000000000, 
	 1.41011688409851454, 	 0.000000000000000000000000000000, 
	 1.44046633676493352, 	 0.000000000000000000000000000000, 
	 1.47104658928863530, 	 0.000000000000000000000000000000, 
	 1.50185591271000463, 	 0.000000000000000000000000000000, 
	 1.53289261635336804, 	 0.000000000000000000000000000000, 
	 1.56415504643463210, 	 0.000000000000000000000000000000, 
	 1.59564158473880369, 	 0.000000000000000000000000000000, 
	 1.62735064736294288, 	 0.000000000000000000000000000000, 
	 1.65928068352044944, 	 0.000000000000000000000000000000, 
	 1.69143017440288590, 	 0.000000000000000000000000000000, 
	 1.72379763209582260, 	 0.000000000000000000000000000000, 
	 1.75638159854545606, 	 0.000000000000000000000000000000, 
	 1.78918064457298365, 	 0.000000000000000000000000000000, 
	 1.82219336893393025, 	 0.000000000000000000000000000000, 
	 1.85541839741982884, 	 0.000000000000000000000000000000, 
	 1.88885438199983202, 	 0.000000000000000000000000000000, 
	 1.92250000000000010, 	 0.000000000000000000000000000000, 
	 1.95635395331817064, 	 0.000000000000000000000000000000, 
	 1.99041496767244230, 	 0.000000000000000000000000000000, 
	 2.02468179188145303, 	 0.000000000000000000000000000000, 
	 2.05915319717473855, 	 0.000000000000000000000000000000, 
	 2.09382797653157660, 	 0.000000000000000000000000000000, 
	 2.12870494404681754, 	 0.000000000000000000000000000000, 
	 2.16378293432230917, 	 0.000000000000000000000000000000, 
	 2.19906080188259434, 	 0.000000000000000000000000000000, 
	 2.23453742061365634, 	 0.000000000000000000000000000000, 
	 2.27021168322355127, 	 0.000000000000000000000000000000, 
	 2.30608250072385124, 	 0.000000000000000000000000000000, 
	 2.34214880193086206, 	 0.000000000000000000000000000000, 
	 2.37840953298567470, 	 0.000000000000000000000000000000, 
	 2.41486365689212912, 	 0.000000000000000000000000000000, 
	 2.45151015307185105, 	 0.000000000000000000000000000000, 
	 2.48834801693555541, 	 0.000000000000000000000000000000, 
	 2.52537625946985811, 	 0.000000000000000000000000000000, 
	 2.56259390683888455, 	 0.000000000000000000000000000000, 
	 2.60000000000000009, 	 0.000000000000000000000000000000, 
